,Date,Time,Social media,Call centre,Branch,RHB Internet Banking,RHB Mobile Banking Application,Relationship managers / Personal Bankers,"ATM, Cash Deposit Machines",Feedback,Sentiment Score,Rating,Product
1659,3/26/2021,20:53:39,No,No,No,Yes,No,No,No,ensure better security system customer protection,90.41%,10,CASA
1660,3/29/2021,15:59:51,No,No,No,Yes,No,No,No,online system user friendly,88.27%,8,CASA
1661,3/31/2021,12:16:03,No,No,Yes,Yes,No,No,No,online banking system really user friendly customer careline pick call,50.00%,6,FD
1662,3/31/2021,13:06:52,No,No,No,Yes,No,No,No,walk customer provide friendly customer service online customer make sure online online banking service secure friendly use,85.05%,9,FD
1663,3/31/2021,20:08:15,No,No,Yes,No,No,No,No,high fixed deposit rate short waiting time premier center,50.00%,9,FD
1664,04-01-21,11:50:54,No,No,No,Yes,No,No,No,queue system must improved,14.88%,8,FD
1665,04-02-21,8:34:12,No,No,Yes,No,No,No,No,queue system banking transaction require improvement paper work documentation loaded staff customer simplify time compliance rule regulation,50.00%,7,FD
1666,04-03-21,10:55:26,No,No,No,Yes,No,No,No,highest fd rate benefit rhb debit credit user lastly secure yet efficient banking experience,50.00%,8,FD
1667,3/31/2021,13:11:12,No,No,No,Yes,Yes,No,No,error,5.21%,8,HP
1668,04-01-21,10:30:01,No,No,No,Yes,Yes,No,No,,,10,HP
1669,04-02-21,8:49:13,No,No,No,No,Yes,No,No,increase customer center service need speak help machine service,76.53%,8,HP
1670,04-03-21,8:44:56,No,No,Yes,No,No,Yes,Yes,good cooperation efficient service,97.70%,1,HP
1671,3/31/2021,20:37:19,No,No,No,No,No,Yes,No,hotline take long customer get speak agent machine terminates call even wanted stay line wait agent bad,28.31%,8,Mortgage
1672,04-01-21,12:26:27,No,No,No,No,No,No,Yes,comment,50.00%,8,Mortgage
1673,04-02-21,1:39:47,No,No,No,Yes,No,No,No,free gift prompt payment,97.13%,8,Mortgage
1674,04-02-21,4:06:56,No,No,Yes,No,No,No,No,better portal interest fd rate rhb holder,96.22%,9,Mortgage
1675,04-04-21,8:56:05,No,No,No,Yes,No,No,No,approve loan promptly eligible provide satisfaction customer rhb banking,88.11%,10,Mortgage
1676,3/31/2021,14:27:20,No,No,Yes,No,No,No,Yes,customer friendly buggy service always easy accept customer efficient fast timely customer need,98.51%,10,PF
1677,04-01-21,11:06:07,No,No,Yes,Yes,Yes,No,Yes,raise saving dividend reduce loan interest,50.00%,9,PF
1678,04-01-21,3:39:48,No,No,No,Yes,No,No,Yes,simplify instruction option money transfer transaction internet banking,81.08%,8,PF
1679,04-05-21,8:25:36,No,No,Yes,Yes,Yes,No,Yes,providing quick service customer wait long time,81.73%,8,PF
1680,04-01-21,12:08:09,No,No,No,No,Yes,No,Yes,ubdate info rhb,91.50%,10,CASA
1681,04-03-21,10:18:50,No,No,Yes,Yes,No,No,No,queue system long unwilling let customer withdraw fd upon maturity,50.00%,6,CASA
1682,4/27/2021,15:47:46,No,Yes,Yes,Yes,Yes,No,No,keep good service mobile app show almost real time information appreciated customer understanding request politely call back,81.22%,10,Credit Card
1683,4/27/2021,15:57:40,No,Yes,No,No,No,No,No,confidence using rhb credit card cause unable access customer service via phone email,7.01%,0,Credit Card
1684,4/27/2021,16:01:21,No,Yes,No,No,No,No,No,simplify registration phone use online banking service register via atm phone call center limited bank counter like,93.16%,6,Credit Card
1685,4/27/2021,16:02:14,No,Yes,No,No,Yes,No,No,fast response,50.00%,10,Credit Card
1686,4/27/2021,16:03:59,Yes,No,Yes,Yes,Yes,No,No,simplify use rhb application,50.00%,9,Credit Card
1687,4/27/2021,16:07:38,No,No,No,Yes,No,Yes,No,need merchant partner credit card promotion,50.00%,8,Credit Card
1688,4/27/2021,16:08:24,No,Yes,No,No,No,No,No,better customer service understand cmco difficult accommodate c agent similar issue maybank cimb,92.50%,7,Credit Card
1689,4/27/2021,16:08:31,No,No,No,No,Yes,No,No,expensive member fee much bwrhhe rhb card,25.27%,6,Credit Card
1690,4/27/2021,16:20:00,No,No,No,Yes,No,No,No,lot interesting promotion,50.00%,10,Credit Card
1691,4/27/2021,16:21:32,No,No,No,Yes,Yes,No,No,call center service card security,50.00%,8,Credit Card
1692,4/27/2021,16:30:07,Yes,No,Yes,Yes,Yes,No,Yes,credit card transaction detail time display online banking system protect card holder whad happen false card transaction,12.91%,9,Credit Card
1693,4/27/2021,16:31:51,No,No,No,No,No,No,Yes,promotion,50.00%,9,Credit Card
1694,4/27/2021,16:40:30,No,Yes,Yes,Yes,Yes,No,Yes,personal touch example familiar face staff long time staff reteded go bank due dont like go bank dont know officer counter staff please heed dont like bank,6.86%,10,Credit Card
1695,4/27/2021,16:48:16,No,No,No,Yes,No,No,No,reward system better link petrol station whereby credit card usage item,96.93%,7,Credit Card
1696,4/27/2021,16:52:53,No,No,No,Yes,Yes,No,No,marked rebate,50.00%,9,Credit Card
1697,4/27/2021,16:53:24,No,No,No,Yes,Yes,No,No,rebate,50.00%,9,Credit Card
1698,4/27/2021,17:08:17,No,No,No,No,Yes,No,No,continue act immediately need consumer slow banking affair,14.79%,10,Credit Card
1699,4/27/2021,17:24:24,No,No,No,No,No,No,Yes,efficiency service,50.00%,5,Credit Card
1700,4/27/2021,17:41:11,No,Yes,No,No,No,No,No,reward loyal card holder,95.98%,9,Credit Card
1701,4/27/2021,17:58:28,No,No,No,Yes,Yes,No,No,used foreign website,5.16%,8,Credit Card
1702,4/27/2021,18:19:30,No,Yes,No,No,No,No,No,reduce interest loan especially personal loan credit card loan interest calculated time full payment charge customer full tenure unfair,50.00%,6,Credit Card
1703,4/27/2021,18:39:49,No,Yes,No,No,No,No,No,improve system,50.00%,5,Credit Card
1704,4/27/2021,18:43:20,No,Yes,Yes,No,No,No,No,lousy service rhb bank,0.01%,0,Credit Card
1705,4/27/2021,19:05:11,No,Yes,Yes,Yes,Yes,No,Yes,raise cashback percentage extended product spt wallet rhb,96.99%,9,Credit Card
1706,4/27/2021,19:07:03,No,No,No,No,Yes,No,No,credit card ok used,50.00%,8,Credit Card
1707,4/27/2021,19:46:34,No,Yes,No,Yes,No,No,No,stability improvise internet banking user feature,0.20%,9,Credit Card
1708,4/27/2021,20:56:50,No,No,Yes,Yes,Yes,No,Yes,everything good moment,96.58%,9,Credit Card
1709,4/27/2021,21:36:32,No,No,No,Yes,Yes,No,No,campaign benefit,50.00%,10,Credit Card
1710,4/27/2021,21:40:16,No,No,No,Yes,No,No,Yes,friendly customer always,97.21%,10,Credit Card
1711,4/27/2021,23:24:15,No,Yes,No,Yes,No,No,No,offer attractive,96.59%,1,Credit Card
1712,4/28/2021,1:15:34,No,No,No,Yes,Yes,No,No,good,96.99%,10,Credit Card
1713,4/28/2021,5:37:16,No,Yes,No,No,No,No,No,always continue new deal opportunity enjoy customer,95.64%,10,Credit Card
1714,4/28/2021,7:46:06,No,No,No,No,No,No,Yes,necessary facilitate matter using internet server hard login system,50.00%,7,Credit Card
1715,4/28/2021,8:21:40,No,Yes,No,No,No,No,No,customer privilege enhanced point old active credit card holder,97.29%,9,Credit Card
1716,4/28/2021,9:05:53,No,Yes,No,No,No,No,No,service,50.00%,6,Credit Card
1717,4/28/2021,9:20:47,No,Yes,No,Yes,Yes,No,Yes,user friendly online customer service,94.72%,8,Credit Card
1718,4/28/2021,12:14:27,No,Yes,No,No,No,No,No,transparent charger,50.00%,8,Credit Card
1719,4/28/2021,19:39:55,No,No,No,No,No,No,Yes,customer friendly,91.41%,9,Credit Card
1720,4/28/2021,20:10:17,No,No,No,Yes,Yes,No,No,make dial installment available mobile app internet banking,88.63%,8,Credit Card
1721,4/29/2021,0:11:57,Yes,No,Yes,No,Yes,No,No,give cash back,93.46%,2,Credit Card
1722,4/29/2021,8:43:45,No,Yes,No,Yes,No,No,No,crategi always try improve update problem faced customer taking short time,6.97%,10,Credit Card
1723,4/29/2021,8:54:39,No,Yes,Yes,No,No,No,No,simplify matter quickly respond,50.00%,10,Credit Card
1724,4/29/2021,9:56:42,No,No,No,No,Yes,No,No,hmm,94.42%,8,Credit Card
1725,4/29/2021,11:07:26,No,Yes,No,Yes,Yes,No,No,waive extra charge,3.69%,8,Credit Card
1726,4/29/2021,18:08:29,No,No,No,No,No,No,Yes,idea,50.00%,6,Credit Card
1727,4/29/2021,18:26:56,No,Yes,No,No,No,No,No,improve customer service,50.00%,3,Credit Card
1728,4/30/2021,9:23:19,No,Yes,Yes,Yes,Yes,Yes,No,recommended,97.12%,10,Credit Card
1729,4/30/2021,9:28:57,No,No,No,Yes,No,No,No,make friendly used oversea vacation,12.45%,9,Credit Card
1730,4/30/2021,15:57:27,No,Yes,Yes,Yes,Yes,Yes,No,cumunication,50.00%,8,Credit Card
1731,4/30/2021,19:06:49,No,Yes,No,Yes,No,No,No,call center service poor even calling time still could get service personnel,3.50%,7,Credit Card
1732,4/26/2021,15:39:18,No,No,Yes,Yes,Yes,No,Yes,flexibly,76.54%,8,FD
1733,4/26/2021,16:08:46,No,No,No,Yes,No,No,No,security part well,50.00%,8,FD
1734,4/26/2021,16:17:17,No,No,Yes,Yes,No,Yes,No,variety promotion fd investment via online investment portfolio access view online purchase investment product done,88.59%,8,FD
1735,4/26/2021,16:25:15,No,No,No,Yes,No,No,No,internet banking allow transfer rm difficult set still unable successfully setting whereby try set many time sister family member failed set recommend follow bank u digital token easeer faster,50.00%,8,FD
1736,4/26/2021,16:32:34,No,Yes,Yes,Yes,Yes,Yes,No,attractive investment option,96.11%,10,FD
1737,4/26/2021,16:58:10,No,No,No,Yes,Yes,No,No,keep enhance apps cater function call call center really pain call call center wait wait wait,94.79%,8,FD
1738,4/26/2021,17:02:41,No,No,No,Yes,No,No,No,product service show different financial institution,50.00%,7,FD
1739,4/26/2021,17:03:33,No,Yes,Yes,Yes,Yes,No,No,fd rate low received first statement term deposit rate announcement year,50.00%,9,FD
1740,4/26/2021,17:32:20,No,No,No,Yes,No,Yes,Yes,good rhb update status payment statement timely,90.97%,8,FD
1741,4/26/2021,17:32:58,No,No,No,Yes,No,No,No,provide competitive rate,50.00%,10,FD
1742,4/26/2021,17:47:30,No,No,No,Yes,No,No,No,high interest,96.81%,8,FD
1743,4/26/2021,18:58:42,No,No,Yes,No,No,Yes,No,fixed deposit premier customer automatically renew special rate need upfilt replaced customer required walk branch please debit account cash advice branch staff since cash involved,24.35%,8,FD
1744,4/26/2021,19:19:48,No,No,No,Yes,No,No,No,higher interest rate,50.00%,10,FD
1745,4/26/2021,19:19:58,No,No,No,Yes,No,No,No,higher interest rate,50.00%,10,FD
1746,4/26/2021,19:56:05,No,No,Yes,No,No,No,No,phone banking facility would like speak someone support fd home loan support information even apply credit card tried subscribe statement sure many day get statement information guarantee webpage,50.00%,5,FD
1747,4/26/2021,21:38:45,No,No,Yes,No,No,Yes,No,keep social medium platform solve customer inquiry trying reach customer service via facebook solve problem real solve problem prompt response,95.42%,8,FD
1748,4/26/2021,21:49:23,No,Yes,Yes,Yes,No,No,No,call center need improvement take around get officer call time desperately needed help called time kept getting cut like someone purposely cancelled call call category sometimes confusing time officer told select category could help direct line straight away least put queue instead call,0.22%,6,FD
1749,4/26/2021,22:13:04,No,No,Yes,No,No,No,No,quick service high interest rate dr bank,50.00%,9,FD
1750,4/26/2021,23:02:49,No,No,No,No,No,Yes,No,unlikely recommend survey cheating improve website user experience currently user friendly g download past transaction receipt,50.00%,8,FD
1751,4/27/2021,7:50:48,No,No,Yes,Yes,No,No,No,maintain good service good relationship customer,85.91%,10,FD
1752,4/27/2021,8:29:34,No,No,No,Yes,No,No,No,unbeatable interest rate offer,87.90%,8,FD
1753,4/27/2021,9:03:55,No,No,Yes,No,No,No,No,higher rate available fresh fund,50.00%,9,FD
1754,4/27/2021,9:08:07,No,Yes,Yes,Yes,No,No,Yes,please get customer service effective call something,24.33%,9,FD
1755,4/27/2021,9:57:26,Yes,No,No,Yes,No,No,No,clear easy check rhb internet banking apps higher promotion rate fd,94.76%,10,FD
1756,4/27/2021,11:45:58,No,No,Yes,No,No,No,No,excellent location reliable service,97.90%,10,FD
1757,4/27/2021,12:32:39,No,No,No,Yes,Yes,No,No,improve banking app updated latest version due many negative review app store,50.00%,8,FD
1758,4/27/2021,14:52:06,No,No,No,Yes,Yes,No,Yes,keep u updated latest promotion efd fd rate,75.80%,10,FD
1759,4/27/2021,16:58:14,No,No,No,Yes,Yes,No,No,solve fpx problem,78.84%,7,FD
1760,4/27/2021,20:19:05,No,No,No,Yes,No,No,No,update latest information via website,3.47%,6,FD
1761,4/28/2021,5:59:01,No,Yes,No,Yes,Yes,No,No,customer service poor provide solution resolve issue better trained well customer service officer instead acting like ah long friendly customer,97.88%,6,FD
1762,4/28/2021,11:12:49,No,No,No,Yes,No,No,No,better mobile app qr pay,95.73%,8,FD
1763,4/28/2021,12:16:51,No,No,Yes,No,No,No,No,better rate interest fixed deposit,97.43%,10,FD
1764,4/30/2021,19:14:18,No,Yes,No,Yes,Yes,No,Yes,improve getting call operator assist banking service urgently,50.00%,9,FD
1765,05-01-21,4:09:50,No,No,No,Yes,No,No,No,greatly improve rhb mobile banking,97.21%,6,FD
1766,05-02-21,6:59:15,No,No,No,Yes,No,No,No,improve process waiting time branch,84.87%,8,FD
1767,4/23/2021,15:37:30,No,No,No,No,Yes,No,No,cashback using rhb credit card debit card,50.00%,8,HP
1768,4/23/2021,15:47:47,No,No,No,Yes,No,No,No,service,50.00%,9,HP
1769,4/23/2021,15:51:57,No,No,No,No,No,No,Yes,improve customer service service friendly easy contact,50.00%,9,HP
1770,4/23/2021,16:13:33,No,No,No,Yes,No,No,No,low interest,50.00%,8,HP
1771,4/23/2021,16:20:51,No,Yes,No,No,Yes,No,Yes,prioritize customer easy customer,95.37%,10,HP
1772,4/23/2021,16:21:35,No,No,No,Yes,Yes,No,No,apply card kdt x prnah,68.37%,8,HP
1773,4/23/2021,16:22:42,No,No,No,Yes,Yes,No,No,pls keep stable mobile apps internet banking still issue slide issue still solve make payment apps,50.00%,5,HP
1774,4/23/2021,16:23:52,No,No,No,Yes,No,No,No,raise monthly charge car hire,50.00%,8,HP
1775,4/23/2021,16:34:59,No,No,Yes,Yes,No,No,Yes,,,9,HP
1776,4/23/2021,16:41:01,No,No,No,Yes,Yes,No,No,need improve login app sometimes take long time,2.83%,10,HP
1777,4/23/2021,16:51:53,No,No,No,No,Yes,No,Yes,reduce interest rate,50.00%,8,HP
1778,4/23/2021,16:53:41,No,No,No,Yes,No,No,No,please make easy dealing card debit hard go branch many people perjp,87.97%,7,HP
1779,4/23/2021,16:55:36,No,No,Yes,No,No,No,Yes,bankin online app service,50.00%,10,HP
1780,4/23/2021,17:02:06,No,No,No,No,No,No,Yes,customer friendly,91.41%,9,HP
1781,4/23/2021,17:08:23,No,No,Yes,No,No,No,No,cheapest interest rate,50.00%,10,HP
1782,4/23/2021,17:12:09,No,No,No,No,Yes,No,No,time taken response,0.65%,7,HP
1783,4/23/2021,17:25:51,No,Yes,Yes,Yes,Yes,No,Yes,always interact customer,50.00%,10,HP
1784,4/23/2021,17:27:19,No,Yes,No,No,Yes,No,No,many chance discount deduction opportunity prize draw borrower,50.00%,10,HP
1785,4/23/2021,17:38:50,No,No,No,Yes,No,No,Yes,ok,79.04%,10,HP
1786,4/23/2021,18:04:15,No,No,No,Yes,No,No,No,please get quick respand hotline waiting time sometimes unbearable,0.03%,10,HP
1787,4/23/2021,18:12:29,No,Yes,No,No,No,No,Yes,statement balance online hire purchase product email rhb online quit user friendly,97.17%,8,HP
1788,4/23/2021,18:14:23,No,No,No,Yes,Yes,No,No,need byk interesting deal given credit card personal loan cheaper profit rate,8.05%,8,HP
1789,4/23/2021,18:14:45,No,No,No,Yes,No,No,No,give lower rate interest way attract customer fast approval btw recmend rhb family member rhb loan well many year ago,50.00%,9,HP
1790,4/23/2021,18:25:43,No,No,No,Yes,No,No,No,customer service sale slow sometimes product knowledge previous limit encounter unfriendly treatment counter rhb wangsa melawati rhb counter service least equip smile,78.27%,0,HP
1791,4/23/2021,18:41:53,No,No,Yes,No,No,Yes,No,,,10,HP
1792,4/23/2021,20:11:34,No,No,No,No,Yes,No,No,great job,99.63%,10,HP
1793,4/23/2021,20:28:11,No,No,No,No,No,No,Yes,easy crowded,20.45%,0,HP
1794,4/23/2021,20:40:53,No,No,No,Yes,No,No,No,internet banking user friendly,8.92%,7,HP
1795,4/23/2021,20:47:34,No,No,Yes,Yes,Yes,No,No,keep interest low,93.48%,10,HP
1796,4/23/2021,21:03:11,No,Yes,Yes,Yes,Yes,No,Yes,bank app greatly facilitates customer,87.63%,10,HP
1797,4/23/2021,21:55:35,No,Yes,Yes,Yes,Yes,No,Yes,flexi offer,50.00%,9,HP
1798,4/23/2021,22:04:44,No,No,Yes,No,No,Yes,Yes,advertising product,50.00%,10,HP
1799,4/24/2021,4:31:28,No,Yes,No,No,No,No,No,retain existing service provide unexpected service customer,88.67%,10,HP
1800,4/24/2021,7:44:53,No,No,Yes,No,No,No,No,none,50.00%,8,HP
1801,4/24/2021,8:22:07,Yes,Yes,No,No,No,No,No,hotline long answer operator please upgrade shorten waiting time,96.10%,1,HP
1802,4/24/2021,9:56:16,No,No,No,No,No,No,Yes,mobile peebankan application simplified,74.85%,10,HP
1803,4/24/2021,22:33:04,No,No,No,Yes,No,No,No,improve staff service quality,79.36%,10,HP
1804,4/24/2021,23:03:01,No,No,No,No,No,No,Yes,maintain good commitment friendly option,79.73%,10,HP
1805,4/25/2021,8:55:38,No,No,No,Yes,No,No,No,interest rate lower slightly lower others bank,50.00%,10,HP
1806,4/25/2021,14:06:23,No,No,No,Yes,Yes,No,No,offer attractive special interest rate,88.55%,8,HP
1807,4/25/2021,20:03:42,No,Yes,Yes,Yes,No,No,Yes,covid pendor customer queue long outside permas jaya branch provide controller outside bank like cimb supervising within,50.00%,7,HP
1808,4/25/2021,23:52:11,No,No,Yes,No,No,Yes,No,service good service,93.80%,10,HP
1809,4/26/2021,8:48:10,No,No,No,Yes,No,No,No,idea,50.00%,9,HP
1810,4/26/2021,10:18:35,No,Yes,Yes,Yes,No,No,No,customer service call center quite difficult contact,18.24%,8,HP
1811,4/26/2021,10:54:22,No,No,No,No,No,Yes,No,simplify loan condition tight refine borrower background,50.00%,10,HP
1812,4/26/2021,12:00:12,No,Yes,Yes,No,No,No,Yes,provide souvenir customer,90.84%,10,HP
1813,4/26/2021,12:35:30,No,No,No,No,No,No,Yes,best,96.99%,10,HP
1814,4/26/2021,13:08:57,No,No,No,Yes,No,No,No,fast convenience,89.38%,10,HP
1815,4/27/2021,8:30:30,No,No,No,Yes,No,No,No,sure rhb saving account internet banking view reference,50.00%,7,HP
1816,4/27/2021,9:56:35,No,No,Yes,Yes,No,No,No,improved effectiveness easier use internet platform,91.91%,8,HP
1817,4/27/2021,10:17:08,No,No,Yes,No,No,No,Yes,efficient ephessien well friendly,97.76%,10,HP
1818,4/27/2021,18:17:10,No,No,Yes,Yes,Yes,No,No,let customer wait long friendly,50.00%,8,HP
1819,4/28/2021,12:53:52,No,Yes,No,No,No,No,No,fast effective feedback inform information customer must submit bank fails meet promised settlement period standard,95.40%,2,HP
1820,4/30/2021,8:47:43,No,No,Yes,Yes,Yes,No,No,improve mobile banking apps,50.00%,8,HP
1821,4/30/2021,20:24:28,No,No,Yes,No,No,No,Yes,loan buy car must tight term attract customer long quite requirement net salary rm approved guarantee borrower go another bank,4.41%,0,HP
1822,05-02-21,1:08:25,No,No,No,No,Yes,No,No,improve pr,90.16%,8,HP
1823,4/21/2021,15:48:20,No,No,No,Yes,Yes,No,No,make thing easy secure,98.94%,8,Mortgage
1824,4/21/2021,15:48:39,Yes,Yes,Yes,Yes,No,Yes,No,call center must work contacted,50.00%,9,Mortgage
1825,4/21/2021,15:50:05,No,No,No,Yes,No,No,No,improve customer service,50.00%,7,Mortgage
1826,4/21/2021,15:57:41,No,No,No,Yes,No,No,No,,,7,Mortgage
1827,4/21/2021,16:03:13,No,Yes,Yes,Yes,Yes,No,Yes,good telephone service,97.21%,7,Mortgage
1828,4/21/2021,16:05:04,No,No,No,Yes,No,No,No,promotion home loan anything simple promotion understand internet banking easy see layout,84.21%,7,Mortgage
1829,4/21/2021,16:06:26,No,No,Yes,Yes,No,No,Yes,online service friendly enough credit card limit many year grade,50.00%,7,Mortgage
1830,4/21/2021,16:08:40,No,No,No,Yes,No,No,No,type long said got risk let submit zzzzzz,50.00%,0,Mortgage
1831,4/21/2021,16:09:31,No,No,No,No,Yes,No,No,mobile app friendly user,50.00%,9,Mortgage
1832,4/21/2021,16:09:22,No,No,No,Yes,No,No,No,shorter branch waiting time,93.14%,8,Mortgage
1833,4/21/2021,16:11:34,No,No,Yes,No,No,No,No,cold customer service especially counter rhb need learn public bank work fast polite,22.97%,0,Mortgage
1834,4/21/2021,16:17:50,No,No,No,No,No,No,Yes,suggestion,50.00%,9,Mortgage
1835,4/21/2021,16:29:00,No,No,No,Yes,No,No,No,interest lowered,50.00%,9,Mortgage
1836,4/21/2021,16:29:25,No,No,No,No,Yes,No,No,value,50.00%,10,Mortgage
1837,4/21/2021,16:55:44,No,Yes,No,No,Yes,No,No,wait long call rhb call center time consuming,89.09%,6,Mortgage
1838,4/21/2021,17:01:14,No,No,No,No,No,No,Yes,clear online statement show much interest charged month,95.31%,6,Mortgage
1839,4/21/2021,12:13:03,No,Yes,No,Yes,Yes,No,No,staff call center pick answer call machine operator already call many time able speak staff incharge,89.06%,7,Mortgage
1840,4/21/2021,17:19:52,No,No,No,Yes,No,No,No,able print receipt,50.00%,9,Mortgage
1841,4/21/2021,17:21:33,Yes,No,No,Yes,Yes,No,Yes,smile polite,50.00%,10,Mortgage
1842,4/21/2021,17:30:40,No,No,No,No,No,No,Yes,manylan interest interest loan,50.00%,0,Mortgage
1843,4/21/2021,17:48:33,No,Yes,No,No,No,No,No,need catch bank term digital transformation mortgage statement still delivered hardcopy joint account soft copy still unavailable,88.61%,8,Mortgage
1844,4/21/2021,17:49:28,No,No,Yes,Yes,Yes,No,No,lowest interest rate,50.00%,10,Mortgage
1845,4/21/2021,18:36:01,No,No,No,Yes,No,No,No,fix rhb online application device register unable use app registered device edit phone damaged fixed use application smoother user friendly,10.56%,10,Mortgage
1846,4/21/2021,18:45:14,No,Yes,Yes,No,No,Yes,No,customer service,50.00%,3,Mortgage
1847,4/21/2021,18:52:45,No,No,No,No,No,No,Yes,send message payment payment date reminder,74.25%,8,Mortgage
1848,4/21/2021,19:06:58,No,No,No,Yes,Yes,No,No,improve facility small city area,50.00%,8,Mortgage
1849,4/21/2021,19:46:29,No,Yes,Yes,Yes,Yes,No,Yes,provide option mobile banking internet banking strict loan application credit card personal loan,93.88%,9,Mortgage
1850,4/21/2021,20:17:17,No,No,No,No,Yes,No,No,honest policy honest staff willing fulfill customer need,0.54%,3,Mortgage
1851,4/21/2021,20:17:47,No,Yes,No,Yes,Yes,No,No,,,7,Mortgage
1852,4/21/2021,23:33:49,No,Yes,No,No,No,No,No,slow feedback action slow,3.03%,6,Mortgage
1853,4/22/2021,7:54:21,No,No,No,Yes,No,No,No,,,7,Mortgage
1854,4/22/2021,8:05:24,No,No,Yes,No,No,No,Yes,depending offer service provided,50.00%,8,Mortgage
1855,4/22/2021,8:30:16,No,Yes,No,Yes,Yes,No,No,customer simple request need visit nearest branch settle thru online internet banking call center everything need go branch call center meaningless customer direct go branch customer may need leave visit branch since working hour bank similar unless month special operation hour weekend difficult get branch contact number clarify issue hence force customer visit branch maintain good competitive loan rate among bank various type statement report monthly annually like interest amount detail info especially loan product easily download select internet banking tq,75.29%,8,Mortgage
1856,4/22/2021,8:38:53,Yes,No,Yes,No,Yes,No,No,maintain quality efficiency kind concern toward customer thank,83.71%,8,Mortgage
1857,4/22/2021,8:47:52,No,No,Yes,Yes,Yes,No,Yes,simplify customer dealing various question,23.81%,10,Mortgage
1858,4/22/2021,8:58:58,No,No,No,Yes,Yes,Yes,No,better financing rate,91.93%,8,Mortgage
1859,4/22/2021,9:06:45,No,No,No,Yes,No,No,No,interest,50.00%,10,Mortgage
1860,4/22/2021,9:33:42,No,No,No,Yes,Yes,No,No,maintain service,50.00%,10,Mortgage
1861,4/22/2021,9:59:37,No,Yes,No,No,No,No,No,eligibility housing personal loan term salary level high salary ladder many pelagang still low salary ladder le,50.00%,9,Mortgage
1862,4/22/2021,10:04:28,No,No,No,No,No,No,Yes,rhb better bsn,86.64%,5,Mortgage
1863,4/22/2021,11:10:13,No,No,No,Yes,No,Yes,No,annual summary loan including repayment interest charged principal paid miscellaneous charge,50.00%,8,Mortgage
1864,4/22/2021,11:23:39,No,No,No,Yes,No,No,No,flexibility paying loan,50.00%,9,Mortgage
1865,4/22/2021,11:36:54,No,No,No,Yes,No,No,No,internet banking,50.00%,5,Mortgage
1866,4/22/2021,11:41:45,No,No,No,No,No,Yes,No,replying customer inquiry asap requested change date date date week different,50.00%,5,Mortgage
1867,4/22/2021,11:43:48,Yes,Yes,Yes,No,No,No,No,customer issue solve people keep pushing ball rhb hq branch othout way around never contact back even though requested many time come payment overdue even day call keep coming,4.89%,0,Mortgage
1868,4/22/2021,12:08:24,Yes,No,No,No,No,Yes,Yes,update customer news alert customer payment bank fails deduct mentioned date customer makesure money deduct,50.00%,10,Mortgage
1869,4/22/2021,12:25:30,No,Yes,No,No,No,No,No,credit card cancellation get new card almost month received new card,86.94%,1,Mortgage
1870,4/22/2021,12:32:56,No,Yes,No,No,No,No,No,offer attractive rate,92.19%,8,Mortgage
1871,4/22/2021,12:33:07,No,No,No,Yes,Yes,No,No,good service gift appreciation loyal customer give good competitive rate loan fd loyal customer,97.67%,8,Mortgage
1872,4/22/2021,15:06:26,No,No,Yes,No,No,No,No,update loan status balance sent regularly january year,27.15%,9,Mortgage
1873,4/22/2021,17:35:21,No,No,No,Yes,No,No,No,extend borrower age,50.00%,9,Mortgage
1874,4/23/2021,15:52:46,No,Yes,No,Yes,No,No,No,officer good listener understanding customer situation need willing go extra mile solve full fill customer need top sincere honest job,50.00%,10,Mortgage
1875,4/24/2021,10:52:32,No,Yes,Yes,Yes,Yes,No,No,quicker response lower interest rate,91.93%,6,Mortgage
1876,4/25/2021,1:54:10,No,No,No,No,No,No,Yes,use local landline service register number true caller call apps bcoz scammer king really cant catch branch place,94.21%,10,Mortgage
1877,4/27/2021,11:28:43,No,No,No,Yes,Yes,No,No,thank,1.36%,10,Mortgage
1878,4/27/2021,18:51:43,No,Yes,No,No,No,No,Yes,consistence customer service,50.00%,10,Mortgage
1879,05-02-21,8:11:15,No,No,No,Yes,Yes,No,Yes,although loan account rhb card credit still believe approving latest loan another bank approved,8.85%,6,Mortgage
1880,4/22/2021,15:38:35,No,Yes,No,No,No,No,Yes,ambik customer response,50.00%,3,PF
1881,4/22/2021,15:48:04,No,No,Yes,Yes,Yes,No,Yes,make staff customer friendly arrogant staff especially female staff good,87.44%,6,PF
1882,4/22/2021,15:49:30,No,No,No,Yes,No,No,No,lower interest rate easier personal loan process,19.24%,9,PF
1883,4/22/2021,15:52:34,No,No,Yes,Yes,No,Yes,Yes,idea,50.00%,10,PF
1884,4/22/2021,15:54:06,No,No,No,Yes,Yes,No,Yes,already best,89.62%,10,PF
1885,4/22/2021,15:55:14,No,Yes,No,No,No,No,No,full settlement akpk discounted credit card free annual fee grumpy spend thousand year nonsense,50.00%,4,PF
1886,4/22/2021,16:00:22,No,No,No,Yes,No,Yes,No,lower interest malaysia israel,50.00%,8,PF
1887,4/22/2021,16:07:17,No,No,Yes,No,No,No,No,staff honesty accuracy delivering information,96.71%,5,PF
1888,4/22/2021,16:07:17,Yes,Yes,No,Yes,No,Yes,No,service,50.00%,8,PF
1889,4/22/2021,16:27:50,No,No,Yes,Yes,Yes,No,Yes,continue excellent service,90.82%,9,PF
